Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,WS_per_G,OWS_per_G,DWS_per_G,AST_TOV,OWS_div_USG,TS_times_USG,bigmanD,foul_rate,three_rate,PTs_per_36,PF_per_dplay,FG_TOV,two_way
Kyrie Irving,PG,30,TOT,60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.572,4.1,4.6,0.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,22.4,0.613,0.412,0.227,3.0,12.3,7.7,25.4,1.4,1.7,8.8,28.9,5.4,2.0,7.4,0.159,4.8,-0.7,4.1,3.4,38.917057,12.333333333333334,9.000000000000002,3.3333333333333335,2.619047619047619,0.1868512110726644,17.7157,0.16042780748663102,0.0748663101604278,29.225352112676056,26.085561497326207,1.4736842105263155,6.19047619047619,74.66666666666667
Jaden Ivey,SG,20,DET,74,73,31.1,5.5,13.3,0.416,1.6,4.7,0.343,3.9,8.6,0.457,0.477,3.6,4.8,0.747,1.0,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,12.1,0.528,0.356,0.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,-0.9,0.8,0.0,-0.001,-1.4,-1.9,-3.3,-0.7,7.2522,0.0,-1.2162162162162162,1.0810810810810811,1.625,-0.03543307086614173,13.4112,0.12540192926045016,0.10610932475884244,26.111111111111114,18.868167202572348,3.3,2.2187499999999996,13.08108108108108
Isaiah Jackson,C,21,IND,63,12,16.5,2.8,5.0,0.563,0.0,0.2,0.143,2.8,4.8,0.582,0.566,1.5,2.3,0.651,1.8,2.7,4.5,0.8,0.5,1.5,0.8,2.4,7.2,17.5,0.595,0.044,0.459,12.1,18.0,15.0,7.0,1.4,7.7,11.8,17.4,1.5,1.2,2.7,0.124,-1.7,0.9,-0.8,0.3,2.57376,4.285714285714286,2.380952380952381,1.9047619047619047,1.0,0.08620689655172414,10.352999999999998,0.28484848484848485,0.14545454545454545,3.8461538461538463,15.70909090909091,1.2,3.4999999999999996,33.33333333333333
Jaren Jackson Jr.,C,23,MEM,63,63,28.4,6.6,13.0,0.506,1.6,4.5,0.355,5.0,8.6,0.585,0.567,3.8,4.9,0.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,21.6,0.613,0.343,0.372,6.4,18.8,12.6,5.0,1.7,9.6,10.1,24.7,2.8,3.8,6.6,0.177,0.7,2.0,2.8,2.2,28.946605,10.476190476190474,4.444444444444444,6.031746031746031,0.5882352941176471,0.11336032388663968,15.1411,0.31690140845070425,0.1267605633802817,25.71428571428571,23.5774647887324,0.9,4.823529411764706,130.28571428571428
Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0.352,0.0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,6.3,0.359,0.741,0.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,-0.1,0.2,0.1,0.025,-4.2,1.6,-2.6,0.0,1.83609,0.43478260869565216,-0.43478260869565216,0.8695652173913043,4.0,-0.00819672131147541,4.3797999999999995,0.23404255319148937,0.06382978723404255,42.857142857142854,6.8936170212765955,0.7499999999999999,5.0,5.478260869565217
Reggie Jackson,PG,32,TOT,68,40,24.4,3.9,9.4,0.411,1.4,4.2,0.333,2.5,5.2,0.474,0.486,1.0,1.1,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,1.7,10.2,10.0,0.514,0.45,0.122,1.7,8.0,4.9,20.0,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,0.018,-2.8,-1.1,-3.9,-0.8,11.795633,0.8823529411764706,-0.8823529411764706,1.7647058823529411,2.0,-0.028846153846153844,10.6912,0.10655737704918034,0.06967213114754099,30.882352941176467,15.049180327868854,2.125,3.1176470588235294,17.647058823529413
LeBron James,PF,38,LAL,55,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,23.9,0.583,0.309,0.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,0.138,5.5,0.6,6.1,4.0,44.474988,10.18181818181818,5.818181818181818,4.363636363636363,2.125,0.09609609609609611,19.413899999999998,0.24225352112676055,0.04507042253521127,23.711340206185564,29.307042253521125,1.0666666666666667,4.15625,104.29090909090908
Ty Jerome,SG,25,GSW,45,2,18.1,2.6,5.4,0.488,0.8,2.0,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9,12.8,0.594,0.372,0.169,1.0,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.124,-1.0,0.3,-0.8,0.3,4.220057,4.666666666666667,3.111111111111111,1.5555555555555556,4.285714285714286,0.09395973154362415,8.8506,0.12154696132596685,0.07734806629834252,27.027027027027025,13.723756906077346,2.3333333333333335,4.857142857142858,19.91111111111111
Isaiah Joe,SG,23,OKC,73,10,19.1,3.1,7.0,0.441,2.2,5.4,0.409,0.9,1.6,0.553,0.599,1.1,1.4,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,14.5,0.626,0.776,0.197,2.0,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,0.131,1.3,-0.4,0.9,1.0,1.83609,5.205479452054794,3.4246575342465753,1.7808219178082192,2.4,0.14124293785310735,11.0802,0.14659685863874344,0.07329842931937172,43.54838709677419,17.905759162303664,1.75,10.600000000000001,25.82191780821918
Cameron Johnson,PF,26,TOT,42,41,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.9,5.2,0.548,0.579,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5,17.1,0.617,0.538,0.253,3.2,14.0,8.6,9.6,2.0,1.0,6.6,20.6,2.1,1.4,3.5,0.142,2.0,0.6,2.6,1.4,5.887899,8.333333333333332,5.0,3.3333333333333335,2.111111111111111,0.10194174757281553,12.7102,0.17894736842105263,0.07017543859649122,35.05747126436782,19.578947368421055,1.3333333333333333,8.666666666666666,57.00000000000001
Jalen Johnson,SF,21,ATL,70,6,14.9,2.3,4.6,0.491,0.4,1.5,0.288,1.8,3.1,0.587,0.537,0.7,1.1,0.628,0.7,3.3,4.0,1.2,0.5,0.5,0.6,1.6,5.6,14.1,0.554,0.323,0.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16.0,0.8,1.3,2.1,0.099,-1.2,1.5,0.3,0.6,2.79264,3.0000000000000004,1.1428571428571428,1.8571428571428572,2.0,0.05,8.864,0.2885906040268456,0.10738255033557047,24.590163934426233,13.530201342281877,1.6,4.5,26.185714285714287
James Johnson,PF,35,IND,18,1,9.0,1.2,2.7,0.449,0.2,0.8,0.2,1.1,1.9,0.559,0.48,0.2,0.4,0.5,0.2,1.4,1.7,0.8,0.4,0.3,0.4,1.8,2.8,8.4,0.486,0.306,0.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,-0.1,0.2,0.1,0.017,-5.7,1.2,-4.4,-0.1,2.427016,0.5555555555555556,-0.5555555555555556,1.1111111111111112,2.0,-0.006369426751592357,7.630199999999999,0.23333333333333328,0.2,22.857142857142858,11.2,2.5714285714285716,3.4999999999999996,9.333333333333334
Keldon Johnson,SF,23,SAS,63,63,32.7,8.0,17.7,0.452,2.1,6.5,0.329,5.9,11.2,0.523,0.512,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,15.3,0.551,0.366,0.294,2.9,14.4,8.4,13.7,1.1,0.4,9.6,27.9,0.7,0.5,1.3,0.03,0.7,-2.5,-1.8,0.1,3.873025,2.0634920634920633,1.111111111111111,0.7936507936507936,1.380952380952381,0.025089605734767026,15.372900000000001,0.15596330275229356,0.061162079510703356,26.859504132231404,24.22018348623853,2.2222222222222223,4.809523809523809,12.142857142857142
Keon Johnson,SG,20,POR,40,0,10.4,1.7,4.5,0.376,0.7,2.0,0.346,1.0,2.4,0.402,0.455,0.7,1.0,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,9.0,0.482,0.455,0.23,3.0,9.2,6.1,20.9,2.2,1.3,18.0,25.0,-0.7,0.2,-0.5,-0.057,-3.8,-1.6,-5.4,-0.4,2.68104,-1.25,-1.7499999999999998,0.5,1.3636363636363635,-0.027999999999999997,12.049999999999999,0.14423076923076922,0.10576923076923077,30.76923076923077,16.26923076923077,1.5714285714285716,2.1818181818181817,4.5
Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,13.5,0.625,0.328,0.32,4.9,17.7,11.1,19.0,1.6,1.1,19.2,15.2,0.5,0.3,0.7,0.076,-0.8,-0.2,-1.0,0.1,3.596685,2.333333333333333,1.6666666666666667,1.0,2.0,0.03289473684210526,9.5,0.1987179487179487,0.10256410256410257,24.07407407407408,13.384615384615385,2.285714285714286,2.5454545454545454,13.5
Nikola Jokić,C,27,DEN,69,69,33.7,9.4,14.8,0.632,0.8,2.2,0.383,8.5,12.7,0.675,0.66,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13.0,8.8,33.047803,21.594202898550723,16.231884057971012,5.507246376811594,2.7222222222222223,0.4117647058823529,19.0672,0.3382789317507418,0.07418397626112759,12.941176470588237,26.172106824925812,1.25,2.8333333333333335,173.4782608695652
Damian Jones,C,27,TOT,41,1,11.6,1.3,2.1,0.64,0.2,0.4,0.588,1.1,1.7,0.652,0.698,0.5,0.7,0.759,1.0,2.0,3.0,0.4,0.2,0.5,0.6,1.3,3.5,12.9,0.719,0.198,0.337,9.7,17.7,13.8,4.1,0.8,3.7,18.9,10.7,0.7,0.5,1.2,0.119,-2.0,0.3,-1.7,0.0,2.298385,2.926829268292683,1.7073170731707314,1.2195121951219512,0.6666666666666667,0.06542056074766354,7.693299999999999,0.2327586206896552,0.11206896551724138,16.0,10.862068965517242,1.8571428571428574,2.5,15.731707317073171
Derrick Jones Jr.,SF,25,CHI,64,0,14.0,1.8,3.6,0.5,0.4,1.3,0.338,1.4,2.3,0.587,0.559,1.0,1.3,0.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5.0,13.8,0.597,0.348,0.365,7.7,11.6,9.7,5.1,1.6,4.0,8.6,14.5,1.2,1.2,2.4,0.131,-1.2,0.8,-0.4,0.4,3.2,3.75,1.875,1.875,1.25,0.08275862068965517,8.6565,0.18571428571428572,0.09285714285714286,26.53061224489796,12.857142857142858,1.1818181818181817,5.5,25.875
Herbert Jones,SF,24,NOP,66,66,29.6,3.6,7.6,0.469,0.8,2.5,0.335,2.7,5.1,0.536,0.525,1.9,2.4,0.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,3.2,9.8,12.1,0.567,0.333,0.321,5.6,10.0,7.8,11.1,2.6,2.1,13.3,14.5,1.5,2.7,4.2,0.104,-2.0,1.7,-0.3,0.8,1.785,6.363636363636364,2.272727272727273,4.090909090909091,1.923076923076923,0.10344827586206896,8.221499999999999,0.16216216216216217,0.10810810810810811,24.752475247524753,11.91891891891892,1.4545454545454546,3.3846153846153846,49.5
Kai Jones,C,22,CHO,46,0,12.0,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,10.8,0.597,0.158,0.217,7.0,17.0,11.9,3.7,1.5,4.7,19.1,12.4,0.0,0.7,0.7,0.062,-4.8,0.8,-4.0,-0.3,2.90904,1.5217391304347825,0.0,1.5217391304347825,0.4285714285714286,0.0,7.4028,0.25,0.11666666666666665,13.333333333333334,10.2,1.2727272727272725,2.285714285714286,16.434782608695652
Tre Jones,PG,23,SAS,68,65,29.2,5.0,10.9,0.459,0.7,2.3,0.285,4.4,8.6,0.506,0.489,2.2,2.5,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,12.9,16.0,0.534,0.213,0.231,3.0,10.8,6.7,31.5,2.1,0.4,11.8,19.3,2.6,0.8,3.4,0.082,-0.2,-0.8,-1.0,0.5,1.782621,5.0,3.823529411764706,1.1764705882352942,4.124999999999999,0.13471502590673576,10.3062,0.14383561643835618,0.04794520547945205,17.424242424242422,15.904109589041097,0.9999999999999999,3.5625,18.823529411764707
