Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Games,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0.352,0.0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,23,6.3,0.359,0.741,0.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,-0.1,0.2,0.1,0.025,-4.2,1.6,-2.6,0.0,1.83609
Quenton Jackson,PG,24,WAS,9,0,15.0,2.1,4.7,0.452,0.1,1.3,0.083,2.0,3.3,0.6,0.464,1.9,2.4,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,1.1,6.2,9,12.2,0.542,0.286,0.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,0.1,0.1,0.2,0.078,-3.7,-1.5,-5.2,-0.1,
Reggie Jackson,PG,32,TOT,68,40,24.4,3.9,9.4,0.411,1.4,4.2,0.333,2.5,5.2,0.474,0.486,1.0,1.1,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,1.7,10.2,68,10.0,0.514,0.45,0.122,1.7,8.0,4.9,20.0,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,0.018,-2.8,-1.1,-3.9,-0.8,11.795633
LeBron James,PF,38,LAL,55,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,55,23.9,0.583,0.309,0.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,0.138,5.5,0.6,6.1,4.0,44.474988
Ty Jerome,SG,25,GSW,45,2,18.1,2.6,5.4,0.488,0.8,2.0,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9,45,12.8,0.594,0.372,0.169,1.0,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.124,-1.0,0.3,-0.8,0.3,4.220057
Isaiah Joe,SG,23,OKC,73,10,19.1,3.1,7.0,0.441,2.2,5.4,0.409,0.9,1.6,0.553,0.599,1.1,1.4,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,73,14.5,0.626,0.776,0.197,2.0,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,0.131,1.3,-0.4,0.9,1.0,1.83609
Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,0.5,0.0,0.5,0.0,0.8,1.0,0.75,0.5,0.3,0.5,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,4,4.3,0.509,0.333,0.333,7.0,30.3,18.2,4.2,1.6,0.0,36.8,15.0,-0.1,0.0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1,0.192293
Cameron Johnson,PF,26,TOT,42,41,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.9,5.2,0.548,0.579,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5,42,17.1,0.617,0.538,0.253,3.2,14.0,8.6,9.6,2.0,1.0,6.6,20.6,2.1,1.4,3.5,0.142,2.0,0.6,2.6,1.4,5.887899
Jalen Johnson,SF,21,ATL,70,6,14.9,2.3,4.6,0.491,0.4,1.5,0.288,1.8,3.1,0.587,0.537,0.7,1.1,0.628,0.7,3.3,4.0,1.2,0.5,0.5,0.6,1.6,5.6,70,14.1,0.554,0.323,0.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16.0,0.8,1.3,2.1,0.099,-1.2,1.5,0.3,0.6,2.79264
James Johnson,PF,35,IND,18,1,9.0,1.2,2.7,0.449,0.2,0.8,0.2,1.1,1.9,0.559,0.48,0.2,0.4,0.5,0.2,1.4,1.7,0.8,0.4,0.3,0.4,1.8,2.8,18,8.4,0.486,0.306,0.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,-0.1,0.2,0.1,0.017,-5.7,1.2,-4.4,-0.1,2.427016
Keldon Johnson,SF,23,SAS,63,63,32.7,8.0,17.7,0.452,2.1,6.5,0.329,5.9,11.2,0.523,0.512,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,63,15.3,0.551,0.366,0.294,2.9,14.4,8.4,13.7,1.1,0.4,9.6,27.9,0.7,0.5,1.3,0.03,0.7,-2.5,-1.8,0.1,3.873025
Keon Johnson,SG,20,POR,40,0,10.4,1.7,4.5,0.376,0.7,2.0,0.346,1.0,2.4,0.402,0.455,0.7,1.0,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,40,9.0,0.482,0.455,0.23,3.0,9.2,6.1,20.9,2.2,1.3,18.0,25.0,-0.7,0.2,-0.5,-0.057,-3.8,-1.6,-5.4,-0.4,2.68104
Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,30,13.5,0.625,0.328,0.32,4.9,17.7,11.1,19.0,1.6,1.1,19.2,15.2,0.5,0.3,0.7,0.076,-0.8,-0.2,-1.0,0.1,3.596685
Nikola Jokić,C,27,DEN,69,69,33.7,9.4,14.8,0.632,0.8,2.2,0.383,8.5,12.7,0.675,0.66,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,69,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13.0,8.8,33.047803
Carlik Jones,PG,25,CHI,7,0,8.0,0.9,2.1,0.4,0.4,0.9,0.5,0.4,1.3,0.333,0.5,0.7,1.1,0.625,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,2.9,7,11.1,0.54,0.4,0.533,2.1,8.0,5.1,13.9,1.7,0.0,9.7,16.2,0.0,0.1,0.1,0.078,-2.8,0.4,-2.5,0.0,0.357717
Damian Jones,C,27,TOT,41,1,11.6,1.3,2.1,0.64,0.2,0.4,0.588,1.1,1.7,0.652,0.698,0.5,0.7,0.759,1.0,2.0,3.0,0.4,0.2,0.5,0.6,1.3,3.5,41,12.9,0.719,0.198,0.337,9.7,17.7,13.8,4.1,0.8,3.7,18.9,10.7,0.7,0.5,1.2,0.119,-2.0,0.3,-1.7,0.0,2.298385
Derrick Jones Jr.,SF,25,CHI,64,0,14.0,1.8,3.6,0.5,0.4,1.3,0.338,1.4,2.3,0.587,0.559,1.0,1.3,0.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5.0,64,13.8,0.597,0.348,0.365,7.7,11.6,9.7,5.1,1.6,4.0,8.6,14.5,1.2,1.2,2.4,0.131,-1.2,0.8,-0.4,0.4,3.2
Herbert Jones,SF,24,NOP,66,66,29.6,3.6,7.6,0.469,0.8,2.5,0.335,2.7,5.1,0.536,0.525,1.9,2.4,0.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,3.2,9.8,66,12.1,0.567,0.333,0.321,5.6,10.0,7.8,11.1,2.6,2.1,13.3,14.5,1.5,2.7,4.2,0.104,-2.0,1.7,-0.3,0.8,1.785
Kai Jones,C,22,CHO,46,0,12.0,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,46,10.8,0.597,0.158,0.217,7.0,17.0,11.9,3.7,1.5,4.7,19.1,12.4,0.0,0.7,0.7,0.062,-4.8,0.8,-4.0,-0.3,2.90904
Tre Jones,PG,23,SAS,68,65,29.2,5.0,10.9,0.459,0.7,2.3,0.285,4.4,8.6,0.506,0.489,2.2,2.5,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,12.9,68,16.0,0.534,0.213,0.231,3.0,10.8,6.7,31.5,2.1,0.4,11.8,19.3,2.6,0.8,3.4,0.082,-0.2,-0.8,-1.0,0.5,1.782621
Tyus Jones,PG,26,MEM,80,22,24.3,3.9,8.9,0.438,1.5,4.1,0.371,2.4,4.8,0.495,0.523,1.0,1.3,0.8,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3,80,16.0,0.546,0.459,0.141,1.5,9.4,5.5,28.8,2.0,0.3,8.9,17.7,3.4,2.3,5.7,0.141,1.2,0.3,1.6,1.7,15.0
DeAndre Jordan,C,34,DEN,39,8,15.0,2.3,2.9,0.765,0.0,0.0,1.0,2.2,2.9,0.763,0.77,0.6,1.2,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,1.8,5.1,39,14.7,0.731,0.009,0.417,10.5,28.6,19.8,7.7,1.0,3.5,26.1,13.7,0.5,0.9,1.4,0.112,-2.4,0.7,-1.8,0.0,9.663997
Cory Joseph,PG,31,DET,62,2,19.8,2.4,5.7,0.427,1.1,2.9,0.389,1.3,2.8,0.468,0.527,0.9,1.2,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,1.4,6.9,62,12.1,0.558,0.513,0.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,0.07,-0.7,-0.8,-1.5,0.2,5.1555
Nikola Jović,PF,19,MIA,15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,0.464,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,15,10.6,0.53,0.507,0.275,5.0,13.1,8.9,7.3,1.7,1.0,11.4,19.0,0.0,0.2,0.2,0.053,-3.4,0.0,-3.4,-0.1,2.23992
Johnny Juzang,SF,21,UTA,18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.409,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8,18,6.5,0.411,0.606,0.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,-0.3,0.1,-0.2,-0.032,-4.3,-2.2,-6.5,-0.3,
Mfiondu Kabengele,PF,25,BOS,4,0,9.0,0.5,1.8,0.286,0.0,0.8,0.0,0.5,1.0,0.5,0.286,0.5,0.5,1.0,1.3,1.3,2.5,0.0,0.5,0.0,0.3,0.8,1.5,4,8.1,0.381,0.429,0.286,15.4,14.9,15.2,0.0,2.7,0.0,11.3,10.8,0.0,0.1,0.1,0.068,-6.6,-2.4,-8.9,-0.1,
Frank Kaminsky,C,29,TOT,36,0,6.5,0.9,1.8,0.492,0.4,0.9,0.394,0.5,0.8,0.6,0.595,0.4,0.4,0.875,0.2,1.3,1.4,0.9,0.2,0.1,0.3,0.6,2.5,36,15.3,0.635,0.524,0.254,3.2,21.2,12.1,17.8,1.2,1.6,11.4,14.1,0.5,0.2,0.7,0.141,1.2,1.7,2.8,0.3,1.83609
Trevor Keels,SG,19,NYK,3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0,3,3.7,0.375,1.0,0.0,0.0,27.6,13.7,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.062,-7.4,-5.6,-13.0,0.0,
Luke Kennard,SG,26,TOT,59,14,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,59,13.0,0.684,0.704,0.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,0.124,0.6,-0.1,0.5,0.8,14.415545
Walker Kessler,C,21,UTA,74,40,23.0,4.0,5.6,0.72,0.0,0.0,0.333,4.0,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,74,21.5,0.702,0.007,0.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,4.6,2.5,7.1,0.2,1.4,1.5,2.9,2.1,2.6964
Braxton Key,SF,25,DET,3,0,3.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,3,18.6,1.064,0.0,2.0,0.0,12.7,6.2,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.242,2.2,0.8,2.9,0.0,
Louis King,SF,23,PHI,1,0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,1,21.3,0.744,0.615,0.077,8.3,8.0,8.1,12.2,1.7,0.0,13.0,23.8,0.1,0.0,0.1,0.157,3.3,-1.0,2.3,0.0,
Corey Kispert,SF,23,WAS,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,74,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.3,3.55284
Maxi Kleber,C,31,DAL,37,5,25.1,2.1,4.6,0.456,1.1,3.0,0.348,1.0,1.5,0.667,0.571,0.7,1.0,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9,37,8.7,0.592,0.663,0.225,3.7,13.3,8.4,7.5,0.6,2.9,12.7,10.3,0.7,0.6,1.3,0.067,-2.2,0.0,-2.2,0.0,9.0
Nathan Knight,PF,25,MIN,38,0,7.7,1.2,2.1,0.568,0.2,0.6,0.364,1.0,1.6,0.644,0.617,1.0,1.5,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,1.1,3.7,38,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.3,-0.8,-3.2,-0.1,1.83609
Kevin Knox,PF-SF,23,TOT,63,5,15.1,2.4,5.3,0.458,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,63,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.1,0.5,0.7,0.034,-2.1,-1.4,-3.5,-0.4,3.0
Christian Koloko,C,22,TOR,58,19,13.8,1.2,2.6,0.48,0.0,0.2,0.083,1.2,2.4,0.514,0.483,0.6,1.0,0.627,1.4,1.5,2.9,0.5,0.4,1.0,0.3,2.2,3.1,58,11.4,0.517,0.08,0.393,11.1,13.3,12.1,5.0,1.3,6.9,10.2,10.4,0.7,1.0,1.7,0.104,-4.3,0.8,-3.5,-0.3,1.5
John Konchar,SG,26,MEM,72,23,20.8,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2.0,0.545,0.525,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6,5.1,72,10.8,0.542,0.553,0.113,4.5,17.4,11.0,8.2,2.4,1.5,9.9,10.4,1.0,2.5,3.5,0.111,-1.9,2.4,0.5,0.9,2.3
Furkan Korkmaz,SG,25,PHI,37,0,9.5,1.3,3.0,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1.0,0.722,0.2,1.0,1.1,0.6,0.3,0.1,0.6,0.5,3.8,37,9.3,0.552,0.414,0.324,2.0,11.8,7.0,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,0.019,-3.3,-1.0,-4.4,-0.2,5.0
Luke Kornet,C,27,BOS,69,0,11.7,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,69,16.7,0.697,0.076,0.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,0.198,-0.4,1.3,1.0,0.6,2.133278
Vit Krejci,PG,22,ATL,29,0,5.7,0.5,1.3,0.405,0.2,0.7,0.238,0.3,0.6,0.625,0.473,0.0,0.1,0.5,0.2,0.7,0.9,0.6,0.2,0.0,0.2,0.6,1.2,29,7.6,0.475,0.568,0.054,3.9,13.4,8.6,12.4,1.4,0.5,11.7,10.9,0.0,0.1,0.1,0.042,-4.2,0.6,-3.6,-0.1,1.563518
Jonathan Kuminga,PF,20,GSW,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,67,13.3,0.597,0.294,0.278,5.6,12.5,9.1,12.7,1.4,2.0,14.6,19.6,1.0,1.4,2.4,0.084,-1.7,-0.1,-1.7,0.1,5.73984
Kyle Kuzma,PF,27,WAS,64,64,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,64,14.3,0.544,0.421,0.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,-1.0,1.9,0.9,0.019,-0.2,-1.5,-1.7,0.2,13.0
Anthony Lamb,SF,25,GSW,62,4,19.3,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.588,0.7,1.0,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,62,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.096,-1.6,0.4,-1.1,0.3,0.253254
Jock Landale,C,27,PHO,69,4,14.2,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,0.559,1.1,1.5,0.752,1.7,2.3,4.1,1.0,0.2,0.4,0.9,1.8,6.6,69,16.4,0.595,0.249,0.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,0.132,-0.8,-0.4,-1.1,0.2,1.563518
Romeo Langford,SG,23,SAS,43,21,19.6,2.8,6.0,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,43,10.4,0.524,0.236,0.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,0.029,-2.6,-1.5,-4.2,-0.5,5.634257
Jake LaRavia,PF,21,MEM,35,0,11.8,1.1,2.7,0.389,0.7,2.0,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3.0,35,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0.0,0.5,0.5,0.054,-3.9,0.4,-3.5,-0.2,3.04764
Zach LaVine,SG,27,CHI,77,77,35.9,8.7,18.0,0.485,2.6,7.1,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,77,19.0,0.607,0.392,0.308,1.7,12.2,7.1,18.7,1.2,0.6,11.0,28.3,4.2,2.9,7.1,0.123,2.7,-0.7,1.9,2.7,37.0965
A.J. Lawson,SG,22,TOT,15,0,7.2,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.614,0.1,0.5,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,0.7,3.7,15,13.9,0.589,0.568,0.182,6.4,16.3,11.3,3.0,0.9,0.0,5.9,21.1,0.1,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1,
Damion Lee,SG,30,PHO,74,5,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,1.6,8.2,74,10.7,0.607,0.546,0.23,2.8,14.0,8.3,8.9,1.0,0.4,13.5,16.3,1.1,1.4,2.6,0.081,-1.3,-0.4,-1.7,0.1,1.83609
Saben Lee,PG,23,TOT,25,1,14.9,2.0,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,0.45,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0.0,1.0,1.3,6.0,25,13.1,0.517,0.248,0.471,3.8,9.7,6.7,24.3,2.5,0.2,14.1,19.5,0.2,0.4,0.7,0.088,-2.7,0.9,-1.8,0.0,1.752638
Alex Len,C,29,SAC,26,2,6.2,0.6,1.2,0.533,0.0,0.1,0.0,0.6,1.1,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,26,12.8,0.58,0.067,0.533,17.2,25.4,21.3,9.3,1.2,6.0,30.2,14.1,0.1,0.2,0.3,0.085,-4.9,1.0,-4.0,-0.1,3.9186
Kawhi Leonard,SF,31,LAC,52,50,33.6,8.6,16.8,0.512,2.0,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,52,23.9,0.623,0.287,0.32,3.7,17.8,10.8,19.6,2.0,1.4,8.1,27.0,4.9,2.2,7.1,0.194,5.1,0.9,6.1,3.5,42.492492
Meyers Leonard,C,30,MIL,9,2,12.7,1.6,3.2,0.483,0.8,2.0,0.389,0.8,1.2,0.636,0.603,0.9,1.0,0.889,1.3,2.4,3.8,0.1,0.2,0.0,0.7,1.8,4.8,9,12.0,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5.0,-0.1,0.105522
Caris LeVert,SG,28,CLE,74,30,30.2,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,74,12.4,0.546,0.437,0.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,0.095,-1.0,0.8,-0.2,1.0,18.796296
Kira Lewis Jr.,PG,21,NOP,25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1.0,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,4.6,25,14.5,0.584,0.386,0.25,2.4,13.5,8.0,14.0,2.1,0.8,9.3,19.7,0.3,0.3,0.6,0.122,-0.8,0.5,-0.3,0.1,4.00428
Damian Lillard,PG,32,POR,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,58,26.7,0.645,0.547,0.464,2.4,12.8,7.6,35.0,1.2,0.8,11.7,33.8,8.2,0.8,9.0,0.205,8.3,-1.2,7.1,4.9,42.492492
Nassir Little,SF,22,POR,54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,54,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,0.032,-1.6,-1.5,-3.0,-0.3,4.171548
Isaiah Livers,PF,24,DET,52,22,23.1,2.3,5.5,0.417,1.4,3.9,0.365,0.9,1.6,0.541,0.545,0.6,0.8,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2.0,6.7,52,8.4,0.567,0.705,0.135,2.5,11.0,6.6,4.8,1.1,2.1,9.0,11.9,0.5,0.5,1.0,0.041,-2.1,-0.3,-2.4,-0.1,1.563518
Kenneth Lofton Jr.,PF,20,MEM,24,1,7.3,2.0,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.559,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,1.2,5.0,24,20.2,0.572,0.183,0.29,11.5,19.2,15.4,18.1,1.3,1.0,10.3,27.6,0.3,0.2,0.5,0.145,0.7,-1.1,-0.4,0.1,
Kevon Looney,C,26,GSW,82,70,23.9,3.0,4.7,0.63,0.0,0.0,0.0,3.0,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,82,17.8,0.639,0.003,0.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,0.212,0.9,1.3,2.1,2.0,8.0
Brook Lopez,C,34,MIL,78,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,0.606,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,78,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5,13.906976
Robin Lopez,C,34,CLE,37,2,8.1,1.3,2.0,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.653,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3.0,37,11.6,0.675,0.053,0.24,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,0.094,-3.4,0.3,-3.0,-0.1,1.83609
Kevin Love,PF,34,TOT,62,20,20.0,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,0.506,1.3,1.5,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,62,13.1,0.548,0.698,0.215,5.5,32.6,18.9,13.2,0.6,0.9,13.1,19.2,0.6,2.0,2.6,0.099,0.2,0.4,0.6,0.8,32.056968
Kyle Lowry,PG,36,MIA,55,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,55,12.6,0.565,0.639,0.278,2.8,12.9,7.7,23.4,1.7,1.2,15.9,16.7,1.5,1.9,3.4,0.096,-0.7,0.8,0.2,0.9,28.333334
Trey Lyles,PF,27,SAC,74,0,16.9,2.5,5.5,0.458,1.2,3.2,0.363,1.4,2.3,0.595,0.565,1.4,1.7,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3,7.6,74,14.2,0.607,0.588,0.304,6.3,21.1,13.7,7.0,1.0,2.2,12.2,18.1,1.4,1.2,2.6,0.098,0.0,-0.9,-1.0,0.3,2.625
Théo Maledon,PG,21,CHO,44,7,19.4,2.3,5.8,0.402,0.6,2.2,0.295,1.7,3.6,0.465,0.457,1.4,1.7,0.851,0.3,2.5,2.8,3.5,0.8,0.3,1.3,1.4,6.7,44,11.6,0.515,0.374,0.291,1.7,13.9,7.7,24.2,2.1,1.2,17.1,17.0,0.0,0.9,0.8,0.047,-3.0,0.5,-2.5,-0.1,1.9
Sandro Mamukelashvili,C,23,TOT,43,7,15.3,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3.0,0.511,0.487,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,43,13.4,0.516,0.43,0.248,11.2,19.0,15.1,12.8,1.0,1.5,12.1,18.2,0.4,0.5,0.9,0.063,-1.1,-1.3,-2.4,-0.1,0.357717
